Time (HH:MM:SS.sss),X,Y,Quaternion X,Quaternion X,Quaternion X,Quaternion X,Yaw
18:40:34.252,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18:40:44.398,0.09620697021153196,3.817282352336493e-05,0.0,0.0,0.165636558316927,0.9861868639101432,0.3328069014230053
18:40:44.500,0.10142722994375473,-0.0007898378949525638,0.0,0.0,0.24586347610964532,0.9693044677062423,0.4968208246890923
18:40:44.600,0.12731105345758684,0.008659093505572424,0.0,0.0,0.3404459195314484,0.9402640990032464,0.6947822121425837
18:40:44.800,0.14846662612007305,0.04720283374511372,0.0,0.0,0.3705612788466223,0.9288080203247363,0.7592264961516564
18:40:45.301,0.2504749352022723,0.14630847420059007,0.0,0.0,0.41779969760888336,0.9085391640859108,0.8620443303162753
18:40:45.503,0.2873155879628984,0.1868087335338279,0.0,0.0,0.5371017992861085,0.8435174314758557,1.1339949687578492
18:40:45.704,0.30590327966551695,0.24687039206414926,0.0,0.0,0.6526325804844542,0.7576745441746097,1.4221076258548087
18:40:45.905,0.3065014656836583,0.2996934471809708,0.0,0.0,0.7473169254350631,0.6644677666811869,1.6880298534697908
18:40:46.106,0.2890159488338503,0.35692096963873354,0.0,0.0,0.8212231383752223,0.5706071827423402,1.927102594866955
18:40:46.808,0.26160234695566115,0.41656713881671587,0.0,0.0,0.8877398781855041,0.4603454232195498,2.184824126842564
18:40:47.009,0.22073543392768977,0.4657693906654674,0.0,0.0,0.940871089383148,0.3387648050830669,2.4503851212708008
18:40:47.109,0.2062878249872571,0.48569096756097996,0.0,0.0,0.9695085621214823,0.24505743811020267,2.6464347802850874
18:40:47.210,0.1761361272572297,0.4967408961556945,0.0,0.0,0.9858608854267554,0.1675658514900154,2.8048724745938234
18:40:47.410,0.12599002616685462,0.5171009157760269,0.0,0.0,0.9970134683431348,0.07722787024379824,2.9869829668608454
18:40:47.610,0.06434935808448639,0.5204361699043674,0.0,0.0,0.9998866046185212,-0.015059146869764183,-3.1114732213734895
18:40:49.116,-0.0955040913132512,0.49902618782684416,0.0,0.0,0.9984136023087018,-0.0563052282204911,-3.028922611013469
18:40:49.518,-0.25345968630188925,0.4776311661881803,0.0,0.0,0.9980091678592461,-0.06306901671102268,-3.015370846902178
18:40:49.920,-0.3996664729782932,0.44481605764053406,0.0,0.0,0.9975441908728891,-0.07003989759953114,-3.0013980758827175
18:40:50.321,-0.5531717650192026,0.42077581031794103,0.0,0.0,0.9968973169868355,-0.07871301915470467,-2.9840035985818134
18:40:50.723,-0.6978177565292071,0.38327477229262796,0.0,0.0,0.9965518214214373,-0.0829726896130029,-2.9754562744631503
18:40:51.124,-0.8425592827379161,0.35439626487705517,0.0,0.0,0.995990109457428,-0.08946341074976112,-2.9624262888395374
18:40:51.526,-0.9959658181159627,0.31273010994357137,0.0,0.0,0.9958123360489659,-0.09142095696666817,-2.958495084535496
18:40:51.928,-1.1371612462561536,0.28204391025947356,0.0,0.0,0.9949538042323266,-0.1003340791736343,-2.9405862755176666
18:40:52.329,-1.2784631024214848,0.2492141192006398,0.0,0.0,0.9938422208250702,-0.11080451301951771,-2.9195276310339775
18:40:52.731,-1.4200453797806594,0.21281741091946094,0.0,0.0,0.9931338636383228,-0.11698345564573356,-2.9070887843722706
18:40:53.131,-1.5499255765982802,0.18087174924531124,0.0,0.0,0.9998388526505367,-0.017951844764768857,-3.1056870353411306
18:40:53.533,-1.6935675456202697,0.1730609345727209,0.0,0.0,0.9989852951527908,0.04503754065767296,3.0514870933627076
18:40:53.733,-1.7588276009009594,0.18601754828439002,0.0,0.0,0.9899518271005735,0.1414050211988116,2.857831546103978
18:40:53.933,-1.8274475680309727,0.20861730527271924,0.0,0.0,0.9622110209511628,0.2723048864051487,2.590017396089107
18:40:54.337,-1.9672793362576644,0.28243144913018026,0.0,0.0,0.9513630338992528,0.3080720333461141,2.515260984184359
18:40:55.039,-1.9584951689138,0.28916270585294096,0.0,0.0,0.9325329404639215,0.36108491376643287,2.402730579445538
18:40:55.239,-1.9598954425747432,0.27861575652608167,0.0,0.0,0.8684402867918695,0.4957937759561485,2.1040954171842943
18:40:55.339,-1.965429975120515,0.2797760468645297,0.0,0.0,0.837763805178371,0.5460327890640418,1.986349827944556
18:40:55.440,-1.9545720874072505,0.2705337364390662,0.0,0.0,0.7887395871435853,0.6147274710573513,1.8175118629042044
18:40:55.540,-1.9562985242008089,0.2703741496099844,0.0,0.0,0.7164922768526727,0.6975950237856295,1.5975218737356283
18:40:55.640,-1.9690191276126536,0.27086274323922804,0.0,0.0,0.630798855940621,0.7759463920555361,1.3651646118636709
18:40:55.740,-1.9602368257262976,0.27162377710529584,0.0,0.0,0.5440233920189457,0.8390700500769889,1.1504495157368655
18:40:55.841,-1.961823150568873,0.27306134598356946,0.0,0.0,0.4472498246237372,0.8944090755208359,0.9273762296055301
18:40:55.941,-1.9525453268567063,0.27382137504314774,0.0,0.0,0.35283392321200824,0.9356859636816311,0.7211961852267808
18:40:56.041,-1.9436965746853496,0.2847062384941264,0.0,0.0,0.25583762371786567,0.9667197682319296,0.5174281273883248
18:40:56.142,-1.9441197068850322,0.28527572108671073,0.0,0.0,0.1622934701734638,0.986742534574777,0.32602899047209016
18:40:56.242,-1.9342144395335308,0.2852525679765336,0.0,0.0,0.07174094697093608,0.9974232985687237,0.14360525776709807
18:40:56.343,-1.92414391643056,0.28594824793075113,0.0,0.0,-0.02066561919940486,0.999786443288318,-0.0413341808379497
18:40:58.756,-1.7806476276883871,0.2877115662594064,0.0,0.0,0.03836343925931916,0.9992638523073857,0.07674571150249236
18:40:59.358,-1.620079147766429,0.31445734450157864,0.0,0.0,0.036240018258663374,0.9993431147892158,0.07249591104319
18:40:59.860,-1.4914099150992801,0.3246818726460735,0.0,0.0,0.015268677035450448,0.9998834269561563,0.030538540737006053
18:41:00.262,-1.3640837976210598,0.3229368726561829,0.0,0.0,0.004084410546626174,0.9999916587604551,0.008168843806025975
18:41:00.663,-1.2253837387461277,0.31566618208219127,0.0,0.0,-0.0027833575441951214,0.9999961264528884,-0.005566722276045763
18:41:01.065,-1.060898064499598,0.32466658948005567,0.0,0.0,-0.10318063723887641,0.9946626343132526,-0.20672920196495198
18:41:01.164,-1.0329663932802775,0.3098810732024217,0.0,0.0,-0.20572113353669608,0.9786106555808479,-0.4144010910074937
18:41:01.567,-0.8964282697186519,0.24498745408059214,0.0,0.0,-0.2252418362605197,0.9743028867852077,-0.45438248744119436
