Time,CPU Percent,Memory Used (MB),Memory Percent,Absolute CPU (s),Avg CPU (%),Avg Memory (MB),Avg Memory Percent,Avg Absolute CPU (s)
13:31:34,59.8,25.9296875,0.3299704975157765,0.07,59.8,25.9296875,0.3299704975157765,0.07
13:31:35,0.0,52.60546875,0.6694354760537755,0.43999999999999995,29.9,39.267578125,0.499702986784776,0.255
13:31:36,19.9,53.8359375,0.6850939133417342,0.16000000000000003,26.566666666666663,44.123697916666664,0.5614999623037621,0.22333333333333336
13:31:37,0.0,54.11328125,0.6886232753971153,0.28,19.924999999999997,46.62109375,0.5932807905771004,0.23750000000000002
13:31:38,0.0,54.11328125,0.6886232753971153,0.09000000000000008,15.939999999999998,48.11953125,0.6123492875411033,0.20800000000000002
13:31:39,9.9,54.11328125,0.6886232753971153,0.08999999999999986,14.933333333333332,49.118489583333336,0.6250616188504386,0.18833333333333332
13:31:40,9.9,54.11328125,0.6886232753971153,0.09000000000000008,14.214285714285714,49.83203125,0.6341418554999639,0.1742857142857143
13:31:41,9.9,53.98828125,0.6870325770059577,0.1499999999999999,13.675,50.3515625,0.6407531956882132,0.17124999999999999
13:31:42,9.9,53.98828125,0.6870325770059577,0.11999999999999988,13.255555555555556,50.755642361111114,0.6458953491679627,0.16555555555555554
13:31:43,9.9,53.98828125,0.6870325770059577,0.1100000000000001,12.920000000000002,51.07890625,0.6500090719517622,0.15999999999999998
13:31:44,19.9,53.98828125,0.6870325770059577,0.1200000000000001,13.554545454545456,51.34339488636363,0.6533748451385072,0.15636363636363637
13:31:45,0.0,54.24609375,0.6903133924377205,0.15999999999999992,12.425000000000002,51.585286458333336,0.6564530574134416,0.15666666666666665
13:31:46,19.9,54.24609375,0.6903133924377205,0.13000000000000034,13.000000000000002,51.78996394230769,0.6590576985691554,0.15461538461538463
13:31:47,9.9,54.24609375,0.6903133924377205,0.11999999999999966,12.77857142857143,51.965401785714285,0.6612902481311959,0.15214285714285714
13:31:48,0.0,54.24609375,0.6903133924377205,0.1200000000000001,11.92666666666667,52.11744791666667,0.6632251244182975,0.15
13:31:49,0.0,54.24609375,0.6903133924377205,0.11999999999999966,11.181250000000002,52.25048828125,0.6649181411695115,0.14812499999999998
13:31:50,0.0,54.24609375,0.6903133924377205,0.13000000000000034,10.523529411764708,52.3678768382353,0.6664119794794062,0.14705882352941177
13:31:51,0.0,54.24609375,0.6903133924377205,0.1200000000000001,9.93888888888889,52.47222222222222,0.6677398357548682,0.14555555555555555
13:31:52,19.9,54.24609375,0.6903133924377205,0.1299999999999999,10.463157894736844,52.565583881578945,0.6689279176855446,0.14473684210526316
13:31:53,9.9,54.24609375,0.6903133924377205,0.11999999999999966,10.435000000000002,52.649609375,0.6699971914231535,0.1435
13:31:54,9.9,54.24609375,0.6903133924377205,0.1200000000000001,10.409523809523812,52.72563244047619,0.6709646295667043,0.14238095238095236
13:31:55,19.9,54.24609375,0.6903133924377205,0.1299999999999999,10.840909090909093,52.79474431818182,0.6718441187881141,0.14181818181818182
13:31:56,9.9,54.24609375,0.6903133924377205,0.1200000000000001,10.800000000000002,52.857846467391305,0.6726471306859232,0.1408695652173913
13:31:57,0.0,54.24609375,0.6903133924377205,0.1200000000000001,10.350000000000003,52.915690104166664,0.6733832249255814,0.13999999999999999
13:31:58,9.9,54.24609375,0.6903133924377205,0.1299999999999999,10.332000000000003,52.96890625,0.6740604316260669,0.1396
13:31:59,0.0,54.24609375,0.6903133924377205,0.1200000000000001,9.934615384615388,53.01802884615385,0.6746855455034382,0.13884615384615384
13:32:00,9.9,54.24609375,0.6903133924377205,0.1299999999999999,9.933333333333335,53.06351273148148,0.6752643546491522,0.1385185185185185
13:32:01,0.0,54.24609375,0.6903133924377205,0.1200000000000001,9.578571428571431,53.105747767857146,0.6758018202844582,0.13785714285714284
13:32:02,9.9,54.24609375,0.6903133924377205,0.1299999999999999,9.589655172413794,53.145070043103445,0.6763022193242259,0.1375862068965517
13:32:03,0.0,54.24609375,0.6903133924377205,0.1200000000000001,9.270000000000001,53.18177083333333,0.6767692584280091,0.13699999999999998
13:32:04,9.9,54.24609375,0.6903133924377205,0.1299999999999999,9.290322580645162,53.21610383064516,0.6772061659767094,0.13677419354838707
13:32:05,9.9,54.55859375,0.6942901384156147,0.1299999999999999,9.309375,53.258056640625,0.6777400401154251,0.13656249999999998
13:32:06,0.0,54.55859375,0.6942901384156147,0.11000000000000032,9.027272727272727,53.29746685606061,0.6782415582457338,0.13575757575757574
13:32:07,9.9,54.55859375,0.6942901384156147,0.1299999999999999,9.052941176470586,53.33455882352941,0.6787135753095539,0.13558823529411762
13:32:08,0.0,54.55859375,0.6942901384156147,0.1299999999999999,8.794285714285714,53.36953125,0.6791586199697269,0.1354285714285714
13:32:09,19.9,54.55859375,0.6942901384156147,0.1299999999999999,9.102777777777776,53.402560763888886,0.6795789399265572,0.13527777777777775
13:32:10,0.0,54.55859375,0.6942901384156147,0.11000000000000032,8.856756756756756,53.433804898648646,0.6799765398857208,0.13459459459459458
13:32:11,0.0,54.55859375,0.6942901384156147,0.1200000000000001,8.623684210526314,53.46340460526316,0.6803532135312443,0.13421052631578947
13:32:12,9.9,54.55859375,0.6942901384156147,0.1299999999999999,8.656410256410254,53.49148637820513,0.6807105705795615,0.1341025641025641
13:32:13,9.9,54.55859375,0.6942901384156147,0.11999999999999922,8.687499999999996,53.5181640625,0.6810500597754628,0.13374999999999998
13:32:14,9.9,54.55859375,0.6942901384156147,0.120000000000001,8.717073170731704,53.54354039634146,0.6813729885227836,0.13341463414634147
13:32:15,19.9,54.55859375,0.6942901384156147,0.1299999999999999,8.983333333333329,53.567708333333336,0.6816805397107081,0.13333333333333333
13:32:16,9.9,54.55859375,0.6942901384156147,0.1200000000000001,9.004651162790694,53.590752180232556,0.6819737861922175,0.1330232558139535
13:32:17,9.9,54.55859375,0.6942901384156147,0.1200000000000001,9.024999999999995,53.61274857954545,0.6822537032882038,0.13272727272727272
13:32:18,0.0,54.55859375,0.6942901384156147,0.11999999999999922,8.82444444444444,53.63376736111111,0.6825211796243684,0.13244444444444442
13:32:19,19.9,54.55859375,0.6942901384156147,0.13000000000000078,9.065217391304342,53.653872282608695,0.6827770265546129,0.1323913043478261
13:32:20,9.9,54.55859375,0.6942901384156147,0.1200000000000001,9.08297872340425,53.67312167553192,0.6830219863814427,0.1321276595744681
13:32:21,0.0,54.55859375,0.6942901384156147,0.11999999999999922,8.893749999999995,53.691569010416664,0.6832567395488214,0.131875
13:32:22,9.9,54.55859375,0.6942901384156147,0.1200000000000001,8.91428571428571,53.709263392857146,0.6834819109542662,0.13163265306122449
13:32:23,0.0,54.55859375,0.6942901384156147,0.1200000000000001,8.735999999999995,53.72625,0.6836980755034933,0.1314
13:32:24,9.9,54.55859375,0.6942901384156147,0.1299999999999999,8.758823529411758,53.74257046568628,0.6839057630115741,0.13137254901960782
13:32:25,9.9,54.55859375,0.6942901384156147,0.1200000000000001,8.780769230769225,53.75826322115385,0.684105462538575,0.13115384615384615
13:32:26,9.9,54.55859375,0.6942901384156147,0.1200000000000001,8.801886792452823,53.773363797169814,0.6842976262343682,0.1309433962264151
13:32:27,0.0,54.55859375,0.6942901384156147,0.1200000000000001,8.638888888888882,53.787905092592595,0.6844826727562432,0.13074074074074074
13:32:28,0.0,54.55859375,0.6942901384156147,0.1200000000000001,8.481818181818175,53.80191761363636,0.6846609903136863,0.13054545454545455
13:32:29,9.9,54.55859375,0.6942901384156147,0.1299999999999999,8.507142857142851,53.8154296875,0.6848329393869351,0.13053571428571428
13:32:30,0.0,54.55859375,0.6942901384156147,0.11999999999999922,8.357894736842098,53.828467653508774,0.6849988551593681,0.13035087719298244
13:32:31,9.9,54.55859375,0.6942901384156147,0.13000000000000078,8.384482758620683,53.84105603448276,0.6851590496982689,0.13034482758620689
