Time (HH:MM:SS.sss),X,Y,Orientation Z
13:31:36.493,0.009147532164639902,0.013614572893146885,-0.012796154865962398
13:32:44.628,0.13317456577478906,0.017227898261287386,-0.01979316076179743
13:32:44.929,0.23203370637978776,0.01869000924193738,-0.024039093830248555
13:32:45.232,0.33388297238537734,0.014073324945783743,0.1173110744544959
13:32:45.334,0.3722436037115226,0.03258429036776974,0.14398043611425326
13:32:45.633,0.45089859522826686,0.058823363385409555,0.2013247491747367
13:32:45.735,0.4842927667622833,0.06821940050983927,0.34075761828446455
13:32:45.837,0.5190112558531637,0.0946994471687481,0.3853608872566194
13:32:46.136,0.5854679027531152,0.1602479215192509,0.39537943807502074
13:32:46.236,0.6168456765658263,0.18320999621292416,0.4913558051494592
13:32:46.339,0.6321843516901138,0.21019678241555143,0.6251662636340051
13:32:46.441,0.6507308107022557,0.2494195218358504,0.7472758542172522
13:32:46.542,0.6598043714069366,0.2846743105466222,0.8375933215786046
13:32:46.642,0.6405093832379346,0.31444071282321,0.8999932762213253
13:32:46.743,0.6291695287393521,0.3406837069183576,0.945508103504431
13:32:46.843,0.5893539057388739,0.36640208336897295,0.9704525595794339
13:32:47.141,0.47570925376143114,0.43121741199291175,0.9737294125758417
13:32:47.441,0.3525627942075831,0.47597687538737243,0.9651711707379901
13:32:47.743,0.24176309501888443,0.5319581147678546,0.9459551585090921
13:32:48.047,0.1605913838305267,0.6067785221768407,0.9866836579893907
13:32:48.149,0.09098508026771893,0.6245856216298616,0.9973436772584071
13:32:48.348,-0.011444759755441505,0.6355325834339031,0.9997935403507903
13:32:48.450,-0.065567384450358,0.6171064822439227,0.9945841886212866
13:32:48.649,-0.17044539852139842,0.5937890563483269,0.9932941329596495
13:32:48.850,-0.27079682583242154,0.5668193274890467,0.9923707353070175
13:32:49.051,-0.37688178653356097,0.5338834582020815,0.9918723086547311
13:32:49.252,-0.4727101906943721,0.4915345608969649,0.992702247829056
13:32:49.453,-0.5704749913539465,0.4668339224367722,0.991463349526027
13:32:49.654,-0.6583292467591344,0.4329092325309298,0.9920321460302568
13:32:49.855,-0.7483107874094526,0.40782531563399327,0.9916994450287239
13:32:50.055,-0.8668129292732691,0.36877389994908083,0.9978813686510306
13:32:50.155,-0.9136497301512971,0.3606870642551691,0.9999615197855375
13:32:50.255,-0.9727665678390551,0.36019545845447,0.9960598649058413
13:32:50.355,-1.019003814861781,0.3654781740752857,0.9792667709749715
13:32:50.455,-1.0578218712386984,0.3831390079379172,0.9704725737410018
13:32:50.657,-1.1616817414662048,0.4311683525564782,0.9502021726426968
13:32:50.859,-1.2331966677724717,0.48373404439280726,0.9429445312972631
13:32:51.061,-1.3157060654541957,0.5386185437136296,0.940491623851298
13:32:51.262,-1.401915608377662,0.6106680879780038,0.9413416470401257
13:32:51.463,-1.4680541090175754,0.6658334889098748,0.9558123433249169
13:32:51.565,-1.509538220970083,0.6953528025646724,0.9798214894165644
13:32:51.666,-1.5693784401370974,0.7082861150677588,0.986967088985311
13:32:51.866,-1.6617504821842963,0.736542411504598,0.9947265809293546
13:32:51.968,-1.7042430495327887,0.7420601444167804,0.999529154044005
13:32:52.168,-1.8077896193653404,0.7458387677513793,0.9954446192480743
13:32:52.270,-1.855680086050119,0.7531829919957436,0.9734623777849625
13:32:52.372,-1.8868725902957737,0.7335408882138956,0.9541363099864292
13:32:52.570,-1.956273771869799,0.6735747572169262,0.945225308145196
13:32:52.670,-2.0150442564649493,0.634404576379401,0.9034742465220263
13:32:52.772,-2.0389049300979996,0.6235729931851047,0.869533065015369
13:32:52.971,-2.0822513989864806,0.5513061874095283,0.8675323191218461
13:32:53.173,-2.131744889619119,0.4448062712350684,-0.7520146754017765
13:32:53.276,-2.1452321481141534,0.4439936966337226,-0.6780770282704445
13:32:53.375,-2.139865174531087,0.39767221892840204,-0.5761741999525254
13:32:53.476,-2.1244457894316784,0.33666009580611395,-0.4570815482478422
13:32:53.575,-2.0963242353872005,0.2900578754955611,-0.41671725525035036
13:32:53.674,-2.069636442587818,0.249399977468689,-0.3321921812843337
13:32:53.776,-2.0282832497980485,0.21032757614554784,-0.21888501639961136
13:32:53.975,-1.9239442814630205,0.16106983890133694,-0.20227267079063344
13:32:54.176,-1.8348830605977258,0.1277290190611429,-0.20304915854517863
13:32:54.377,-1.7593944100038994,0.10783449492874549,-0.2196720624776687
13:32:54.577,-1.6629164822376816,0.0696139954471288,-0.21725263291349792
13:32:54.777,-1.5724034076378672,0.037522888251006345,-0.2200143015776755
13:32:54.980,-1.502278627664788,-0.011146421301783309,-0.13958928952637964
13:32:55.080,-1.4323955460098712,-0.01461916996541065,-0.06611676126365523
13:32:55.282,-1.297954541037304,-0.02705281009390872,-0.058410266561822466
13:32:55.483,-1.1967613326035031,-0.03567262995293737,-0.05820941596471365
13:32:55.683,-1.0936734986997894,-0.04443135973827034,-0.06172075787472812
13:32:55.885,-0.9817201373397652,-0.050592124407637266,-0.06522454305590328
13:32:56.087,-0.8721828741608565,-0.05310136975707391,-0.0596389315896795
13:32:56.287,-0.766753515331916,-0.05630314867095362,-0.05701329768212918
13:32:56.488,-0.6695228576203703,-0.06438608356512975,-0.062025104301074455
13:32:56.689,-0.5438751473068394,-0.07188605839517073,-0.16598756764007624
13:32:56.789,-0.5160242235603675,-0.08440357457755064,-0.20925104858864013
13:32:56.990,-0.3939068114874512,-0.12336538447935688,-0.37339901063891934
13:32:57.089,-0.37901826394110616,-0.15876054698125927,-0.45747576954517394
13:32:57.292,-0.3293063982448274,-0.2266849500587356,-0.45174262837519835
13:32:57.394,-0.30415285326958363,-0.2656984999908928,-0.34181599496837795
13:32:57.497,-0.2647207936445593,-0.29777099210040714,-0.20686159047259886
13:32:57.598,-0.20190260318871323,-0.32979392420490394,-0.04941850704502135
13:32:57.700,-0.16009221987553782,-0.34075033012277484,0.0725287738884668
13:32:57.800,-0.09405005140064905,-0.316737747415781,0.118746258103788
13:32:57.997,0.002614931485714835,-0.3079826337267216,0.20343499595532868
13:32:58.100,0.04309801302765511,-0.2838441852424409,0.3166146443201842
13:32:58.201,0.06032611861427547,-0.23515618253433124,0.3466110119962917
13:32:58.400,0.12899492261092227,-0.16280470273009698,0.3430103089637526
13:32:58.600,0.19762226982953152,-0.08483461333793309,0.319056885008851
13:32:58.700,0.2362419155933946,-0.043338171094992814,0.22533133317886353
13:32:58.799,0.28309402487138186,-0.03540331414427448,0.14575846926432154
13:32:59.001,0.36622469623908643,-0.015347497974084334,0.17988817646168126
13:32:59.104,0.4125674955741492,-0.0004953328525508885,0.31096229482098625
13:32:59.206,0.45939810951833276,0.025276127758690647,0.4329079264446915
13:32:59.308,0.48542753231854174,0.06880742646774961,0.4982410229315583
13:32:59.506,0.534047406940999,0.1390115552611664,0.5790208511749352
13:32:59.608,0.5562455588232629,0.18915752970871147,0.6859413832516998
13:32:59.710,0.5698216740610482,0.2292994215518329,0.7776808639555912
13:32:59.810,0.5570436061793306,0.2803135703860355,0.8599811981054261
13:32:59.912,0.5340570287910018,0.3230895292006564,0.9215705082007629
13:33:00.012,0.503715218571897,0.35920075863895473,0.9619010489363341
13:33:00.112,0.45678124232357625,0.3916818524922131,0.9730697171259792
13:33:00.310,0.36301252587401983,0.42737718210378745,0.9717428590731226
13:33:00.510,0.2676526785371428,0.4632540823727859,0.9717128253641737
13:33:00.709,0.16836818714915505,0.5169960688525949,0.9203578239381109
13:33:00.809,0.14387397279821498,0.5393403051875595,0.908091744392235
13:33:01.012,0.06952295419433202,0.6170376686427842,0.8746681186229213
13:33:01.217,0.0197090908662858,0.6818361851917617,0.8756594281958296
13:33:01.319,0.004541644646139101,0.7200955450933503,0.9167889797910342
13:33:01.422,-0.004325392516607964,0.7448798657717319,0.9555869538815045
13:33:01.525,-0.009581597930881338,0.7705837234807671,0.9867447550463897
13:33:01.627,-0.024664105220694732,0.7801681435603344,0.9998048528019757
13:33:01.728,-0.02187028402029402,0.7683609076772765,0.9928173472106373
13:33:01.829,-0.029833199050824273,0.7679099005795673,0.9648629078656177
13:33:01.930,-0.051153903087304074,0.7498833023745213,0.9317687173120635
13:33:02.122,-0.130242723571991,0.6720056793048653,0.9218640419178488
13:33:02.327,-0.2180118899441627,0.587713470920692,0.9251833791603198
13:33:02.526,-0.30640793585616344,0.49774497203707735,0.9736380359711726
13:33:02.626,-0.3563145216728344,0.47886670082005633,0.9855285551233731
13:33:02.828,-0.4631066092176817,0.43465147998355946,0.9939145967148298
13:33:02.929,-0.5285633259799346,0.41524932429070066,0.9992892398236173
13:33:03.028,-0.5727829715923989,0.41641613751605744,0.9999253294119819
13:33:03.231,-0.6902095876096102,0.4113029405128442,0.9991325948467291
13:33:03.331,-0.7615577872927415,0.41635089954122234,0.9944935220591671
13:33:03.431,-0.8152616204034759,0.4256410309082866,0.9826708045139587
13:33:03.633,-0.9261059725297293,0.44913049459650234,0.9749338581103085
13:33:03.834,-1.0283840906947754,0.49223309880658966,0.9589150901697037
13:33:04.035,-1.1236666960987922,0.5469040537191195,0.9573576739862951
13:33:04.237,-1.2319896834249913,0.6105576043629709,0.9567362365036325
13:33:04.438,-1.3419975938204876,0.6879073470810946,0.9581618548247935
13:33:04.641,-1.426854315653464,0.7480132184860286,0.9913494347770353
13:33:04.743,-1.4686391632684965,0.7547945790993638,0.9994075677383057
13:33:04.843,-1.5280658600097006,0.7536494059290876,0.9999355513558003
13:33:05.345,-1.562431622842163,0.7840325599175508,0.9822317323123543
13:33:05.447,-1.5600314573226497,0.7924968633985601,0.9469019029533425
13:33:05.548,-1.5551686844564463,0.7957970314719129,0.8992768744789965
13:33:05.649,-1.5539834317606522,0.8027581036253303,-0.8436035399637747
13:33:05.749,-1.5638750797002519,0.8061790121748698,-0.7739849959861889
13:33:05.849,-1.5697040915501221,0.8002143818093914,-0.7051848239562963
13:33:05.949,-1.5719137588455607,0.7891819808621258,-0.6580893628040042
13:33:06.149,-1.5780635132926182,0.7766650463268053,-0.556509775506278
13:33:06.250,-1.5814693130416708,0.7600155321364812,-0.46244930477656254
13:33:06.351,-1.5827896788181257,0.7508033723191672,-0.3776729198968212
13:33:06.550,-1.557428574444741,0.7345395381212929,-0.3393951250688756
13:33:06.950,-1.4654940281498376,0.674961067237971,-0.3321015542692528
13:33:07.151,-1.421447142977513,0.6425007685438766,-0.427415332287317
13:33:07.552,-1.3965453669337144,0.5838595882285933,-0.35925349456829664
13:33:07.655,-1.3594763265529064,0.5518026740487317,-0.2772067465890401
13:33:08.060,-1.2772128388800184,0.5030315797372945,-0.1909888426093652
13:33:08.159,-1.241543761128161,0.4865420763364231,-0.12925813412436318
13:33:08.558,-1.0866275549996343,0.463835379303189,-0.11774150094315969
13:33:08.760,-0.9925468139708437,0.4475467984121085,-0.21746382601872455
13:33:09.062,-0.8832666513575512,0.40919072524105393,-0.2475643157465993
13:33:09.364,-0.7905736877853975,0.36299431506381763,-0.24898082398697832
13:33:09.665,-0.6809150618096308,0.31284695916303873,-0.250985018361651
13:33:09.868,-0.6342903790182236,0.28746121419753423,-0.15740387683839735
13:33:09.969,-0.5844873712230447,0.27120866756213546,-0.09479055587481636
13:33:10.269,-0.4660256995916323,0.24976111546756444,-0.07682201739764746
13:33:10.571,-0.3655192224529587,0.23656241496381705,-0.07080842562937248
13:33:10.872,-0.2581826356943583,0.2291234665871342,-0.06335156443808268
13:33:11.174,-0.1560947181052533,0.22106336091808765,-0.06609911166374444
13:33:16.301,-0.13506466820963992,0.20909538795468546,0.04447446338607454
13:33:16.404,-0.12781584399353427,0.1887288840887296,0.19407914691967434
13:33:16.506,-0.12403619851217158,0.17204498447741293,0.33469979337942385
13:33:16.607,-0.12266441731305866,0.16039343256579533,0.4694101022800649
13:33:16.708,-0.11862174670217322,0.15521665994124415,0.5954041487470018
13:33:16.808,-0.10849683184222367,0.15214765141521797,0.706901074141746
13:33:16.908,-0.0967131814507333,0.15443277102433764,0.8027660699791168
13:33:17.009,-0.07493870277388658,0.16250740327486832,0.8832629721958243
13:33:17.307,-0.0937994842205737,0.19353817510794888,0.9377723762514827
13:33:19.920,-0.09022976004250331,0.18882000334063914,0.9593809278316654
13:33:20.022,-0.09198245833426276,0.20049175819705256,0.9801255990284699
13:33:20.123,-0.11039141965078483,0.21216990067702268,0.9943476475229719
13:33:20.224,-0.13340538311674402,0.21422428328191265,0.9985480299677205
13:33:20.523,-0.23902001164264428,0.2216724394018032,0.9993643650316508
13:33:20.825,-0.35398279682702055,0.22625935458292487,0.9994877561603321
13:33:21.126,-0.4780766279330491,0.22459370401545856,0.9980440530304318
13:33:21.226,-0.5190383680777146,0.2296725473571983,0.9915332757552224
13:33:21.528,-0.6351574003582988,0.26158431836553675,0.9872329499436218
13:33:21.729,-0.7434851643154328,0.2897920961001369,0.9868779232631496
13:33:21.930,-0.8625457913644893,0.32021605157857125,0.9856595207874667
13:33:22.131,-0.9825439086708637,0.35928882575508997,0.9627806738760244
13:33:22.331,-1.0796232023472405,0.40822115244037976,0.9545533371422421
13:33:22.533,-1.174011768422677,0.4649643688478427,0.9538045180362456
13:33:22.734,-1.270952414576981,0.5285112960114958,0.95355350424546
13:33:22.936,-1.368721973349361,0.5936642054848299,0.9555156793565991
13:33:23.239,-1.479929244314894,0.675848230233497,0.9886574725561116
13:33:23.340,-1.53742296091723,0.6974691463575344,0.9988892230156218
13:33:23.441,-1.5778093774455644,0.7025300567986948,0.9987481663505751
13:33:23.542,-1.6144992507519713,0.6978081047135115,0.991035153111841
13:33:23.642,-1.6557022682094136,0.6707429991860152,0.9901410979809514
13:33:23.942,-1.7818155664250466,0.6291674682219087,0.9777522136525826
13:33:24.043,-1.8226017161092682,0.6237996658632585,0.9538407156657449
13:33:24.145,-1.8730285461971738,0.6024464380775872,0.9102934681202955
13:33:24.247,-1.9029620498917477,0.5776107481602667,-0.8567916640934277
13:33:24.347,-1.9286250896577846,0.5364476306923622,-0.7934064712912946
13:33:24.448,-1.9387197089913608,0.4887861862405725,-0.7190071244585001
13:33:24.548,-1.942283309967147,0.45217898475863666,-0.6520159621419311
13:33:24.647,-1.938609858326881,0.3995780180268032,-0.5668657935217667
13:33:24.847,-1.9045584582234734,0.30268264589019994,-0.4324912240793498
13:33:25.050,-1.8297426608578478,0.2299756483389762,-0.24843576670155265
13:33:25.349,-1.701404400062604,0.17278018261695388,-0.2512218539804201
13:33:25.549,-1.6306753722487042,0.13641504348258468,-0.21156269643850115
13:33:25.750,-1.528415794483098,0.09028431773923015,-0.12288068285383713
13:33:25.952,-1.427311027907569,0.07378100591651277,-0.10577392103923391
13:33:26.151,-1.3110224519196771,0.06365166802137015,-0.10160290359405232
